Date/Time,Longitude (x),Latitude (y),Station Name,Climate ID,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2012-03-05 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,5,22:00,-11.6,,-20.2,,49,,28.0,,15,,25.0,,102.29,,,,-19.0,,Clear
2012-03-05 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,5,23:00,-12.6,,-20.3,,53,,28.0,,11,,25.0,,102.34,,,,-19.0,,Clear
2012-03-06 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,00:00,-13.4,,-20.5,,55,,29.0,,11,,25.0,,102.41,,,,-20.0,,Clear
2012-03-06 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,01:00,-13.4,,-20.3,,56,,29.0,,11,,25.0,,102.5,,,,-20.0,,Clear
2012-03-06 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,02:00,-13.7,,-20.7,,55,,25.0,,4,,25.0,,102.55,,,,-16.0,,Clear
2012-03-06 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,03:00,-14.8,,-21.1,,59,,27.0,,9,,25.0,,102.61,,,,-21.0,,Clear
2012-03-06 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,04:00,-14.5,,-21.1,,57,,28.0,,9,,25.0,,102.7,,,,-20.0,,Clear
2012-03-06 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,05:00,-14.6,,-21.0,,58,,28.0,,13,,25.0,,102.85,,,,-22.0,,Clear
2012-03-06 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,06:00,-15.3,,-21.3,,60,,28.0,,11,,24.1,,102.9,,,,-22.0,,Clear
2012-03-06 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,07:00,-14.8,,-20.7,,61,,26.0,,11,,48.3,,103.0,,,,-21.0,,Clear
2012-03-06 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,08:00,-13.0,,-19.4,,59,,,,0,,48.3,,103.06,,,,,,Clear
2012-03-06 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,09:00,-11.3,,-19.1,,52,,25.0,,6,,48.3,,103.1,,,,-15.0,,Clear
2012-03-06 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,10:00,-10.0,,-16.8,,57,,20.0,,9,,48.3,,103.12,,,,-15.0,,Mainly Clear
2012-03-06 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,11:00,-9.0,,-17.8,,49,,22.0,,15,,48.3,,103.12,,,,-16.0,,Mainly Clear
2012-03-06 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,12:00,-7.8,,-15.3,,55,,22.0,,13,,48.3,,103.09,,,,-14.0,,Mainly Clear
2012-03-06 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,13:00,-6.7,,-16.0,,48,,21.0,,9,,48.3,,103.01,,,,-11.0,,Mainly Clear
2012-03-06 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,14:00,-5.8,,-15.8,,45,,22.0,,9,,48.3,,102.98,,,,-10.0,,Mainly Clear
2012-03-06 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,15:00,-5.3,,-15.7,,44,,19.0,,6,,48.3,,102.96,,,,-8.0,,Mainly Clear
2012-03-06 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,16:00,-4.9,,-16.2,,41,,22.0,,11,,48.3,,102.94,,,,-9.0,,Mainly Clear
2012-03-06 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,17:00,-4.8,,-15.1,,44,,17.0,,6,,48.3,,102.9,,,,-8.0,,Mainly Clear
2012-03-06 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,18:00,-6.3,,-14.6,,52,,12.0,,6,,48.3,,102.84,,,,-9.0,,Mainly Clear
2012-03-06 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,19:00,-5.4,,-13.4,,53,,11.0,,11,,25.0,,102.81,,,,-10.0,,Mostly Cloudy
2012-03-06 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,20:00,-5.3,,-13.6,,52,,9.0,,9,,25.0,,102.72,,,,-9.0,,Mainly Clear
2012-03-06 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,21:00,-5.4,,-14.4,,49,,10.0,,9,,25.0,,102.69,,,,-9.0,,Mostly Cloudy
2012-03-06 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,22:00,-5.0,,-15.1,,45,,8.0,,9,,25.0,,102.59,,,,-9.0,,Mostly Cloudy
2012-03-06 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,6,23:00,-4.5,,-15.7,,41,,5.0,,6,,25.0,,102.55,,,,-7.0,,Mostly Cloudy
2012-03-07 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,00:00,-3.6,,-13.3,,47,,9.0,,6,,25.0,,102.44,,,,-6.0,,Mostly Cloudy
2012-03-07 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,01:00,-3.9,,-11.3,,56,,1.0,,9,,25.0,,102.46,,,,-8.0,,Mostly Cloudy
2012-03-07 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,02:00,-5.7,,-11.9,,62,,3.0,,17,,25.0,,102.37,,,,-12.0,,Cloudy
2012-03-07 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,03:00,-5.3,,-11.6,,61,,4.0,,13,,25.0,,102.22,,,,-10.0,,Cloudy
2012-03-07 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,04:00,-5.2,,-11.2,,63,,3.0,,15,,25.0,,102.16,,,,-11.0,,Cloudy
2012-03-07 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,05:00,-5.3,,-11.2,,63,,1.0,,17,,25.0,,102.13,,,,-11.0,,Mostly Cloudy
2012-03-07 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,06:00,-4.3,,-10.3,,63,,3.0,,15,,24.1,,101.98,,,,-10.0,,Cloudy
2012-03-07 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,07:00,-3.9,,-9.2,,67,,2.0,,11,,48.3,,101.92,,,,-8.0,,Cloudy
2012-03-07 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,08:00,-4.6,,-9.5,,69,,1.0,,11,,48.3,,101.91,,,,-9.0,,Mostly Cloudy
2012-03-07 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,09:00,-2.5,,-7.7,,67,,35.0,,11,,24.1,,101.85,,,,-7.0,,Clear
2012-03-07 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,10:00,-0.1,,-6.5,,62,,36.0,,6,,24.1,,101.76,,,,-2.0,,Clear
2012-03-07 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,11:00,3.0,,-4.7,,57,,36.0,,6,,24.1,,101.67,,,,,,Mainly Clear
2012-03-07 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,12:00,6.4,,-3.6,,49,,13.0,,4,,24.1,,101.58,,,,,,Mainly Clear
2012-03-07 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,13:00,8.9,,-4.4,,39,,19.0,,13,,24.1,,101.49,,,,,,Mainly Clear
2012-03-07 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,14:00,9.3,,-4.1,,39,,20.0,,13,,24.1,,101.41,,,,,,Mainly Clear
2012-03-07 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,15:00,9.7,,-2.7,,42,,19.0,,13,,24.1,,101.36,,,,,,Mainly Clear
2012-03-07 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,16:00,11.4,,-2.3,,38,,20.0,,15,,24.1,,101.31,,,,,,Mostly Cloudy
2012-03-07 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,17:00,9.9,,-1.9,,44,,21.0,,9,,24.1,,101.25,,,,,,Mostly Cloudy
2012-03-07 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,18:00,5.5,,-1.6,,60,,14.0,,7,,24.1,,101.25,,,,,,Mainly Clear
2012-03-07 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,19:00,6.0,,-1.8,,57,,15.0,,11,,25.0,,101.22,,,,,,Mostly Cloudy
2012-03-07 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,20:00,7.6,,-2.1,,50,,18.0,,20,,25.0,,101.18,,,,,,Mostly Cloudy
2012-03-07 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,21:00,6.8,,-2.1,,53,,17.0,,22,,25.0,,101.16,,,,,,Mostly Cloudy
2012-03-07 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,22:00,6.0,,-1.7,,58,,15.0,,17,,25.0,,101.12,,,,,,Cloudy
2012-03-07 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,7,23:00,4.8,,-1.7,,63,,16.0,,15,,25.0,,101.05,,,,,,Cloudy
2012-03-08 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,00:00,6.2,,-1.5,,58,,16.0,,20,,25.0,,100.98,,,,,,Cloudy
2012-03-08 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,01:00,5.5,,-1.4,,61,,15.0,,11,,25.0,,100.92,,,,,,Cloudy
2012-03-08 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,02:00,7.9,,-1.2,,53,,18.0,,17,,25.0,,100.81,,,,,,Mostly Cloudy
2012-03-08 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,03:00,10.1,,-0.9,,46,,20.0,,24,,25.0,,100.69,,,,,,Mostly Cloudy
2012-03-08 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,04:00,10.0,,-0.7,,47,,19.0,,28,,25.0,,100.64,,,,,,Mostly Cloudy
2012-03-08 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,05:00,5.7,,-0.8,,63,,16.0,,19,,25.0,,100.57,,,,,,Mostly Cloudy
2012-03-08 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,06:00,7.6,,-0.4,,57,,17.0,,19,,24.1,,100.52,,,,,,Cloudy
2012-03-08 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,07:00,10.3,,0.8,,52,,19.0,,26,,48.3,,100.47,,,,,,Cloudy
2012-03-08 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,08:00,6.7,,0.2,,63,,16.0,,19,,48.3,,100.39,,,,,,Cloudy
2012-03-08 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,09:00,10.2,,1.6,,55,,18.0,,26,,48.3,,100.29,,,,,,Cloudy
2012-03-08 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,10:00,12.1,,2.9,,53,,19.0,,30,,24.1,,100.22,,,,,,Cloudy
2012-03-08 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,11:00,12.7,,3.8,,55,,20.0,,26,,24.1,,100.13,,,,,,Cloudy
2012-03-08 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,12:00,11.7,,4.0,,59,,22.0,,20,,24.1,,100.08,,,,,,Rain
2012-03-08 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,13:00,11.5,,5.2,,65,,21.0,,20,,24.1,,99.99,,,,,,Cloudy
2012-03-08 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,14:00,11.7,,5.9,,68,,23.0,,26,,24.1,,99.88,,,,,,Cloudy
2012-03-08 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,15:00,11.7,,6.6,,71,,23.0,,37,,19.3,,99.82,,,,,,Rain
2012-03-08 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,16:00,11.6,,6.4,,70,,22.0,,32,,24.1,,99.75,,,,,,Rain
2012-03-08 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,17:00,11.3,,6.9,,74,,23.0,,37,,19.3,,99.66,,,,,,Rain
2012-03-08 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,18:00,10.5,,7.8,,83,,25.0,,46,,6.4,,99.64,,,,,,Rain
2012-03-08 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,19:00,6.1,,3.2,,82,,27.0,,30,,16.1,,99.78,,,,,,Rain
2012-03-08 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,20:00,5.0,,1.6,,79,,25.0,,41,,25.0,,99.9,,,,,,Rain
2012-03-08 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,21:00,3.7,,1.0,,82,,24.0,,41,,12.9,,100.04,,,,,,Rain
2012-03-08 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,22:00,2.0,,-0.5,,83,,25.0,,46,,9.7,,100.13,,,,,,"Rain,Fog"
2012-03-08 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,8,23:00,0.8,,-1.4,,85,,26.0,,35,,2.4,,100.25,,,,,,Snow
2012-03-09 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,00:00,-0.1,,-2.0,,87,,27.0,,28,,2.8,,100.33,,,,-6.0,,Snow
2012-03-09 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,01:00,0.0,,-3.7,,76,,28.0,,22,,25.0,,100.41,,,,-6.0,,Mostly Cloudy
2012-03-09 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,02:00,-1.2,,-6.6,,67,,31.0,,20,,25.0,,100.62,,,,-7.0,,Mainly Clear
2012-03-09 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,03:00,-2.6,,-8.5,,64,,31.0,,24,,25.0,,100.81,,,,-9.0,,Mainly Clear
2012-03-09 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,04:00,-3.9,,-8.7,,69,,29.0,,11,,25.0,,100.97,,,,-8.0,,Mainly Clear
2012-03-09 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,05:00,-3.9,,-9.1,,67,,29.0,,20,,25.0,,101.13,,,,-10.0,,Mainly Clear
2012-03-09 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,06:00,-4.3,,-9.0,,70,,28.0,,15,,25.0,,101.26,,,,-10.0,,Mainly Clear
2012-03-09 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,07:00,-5.0,,-9.7,,70,,27.0,,15,,24.1,,101.31,,,,-11.0,,Clear
2012-03-09 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,08:00,-4.7,,-10.2,,65,,27.0,,15,,24.1,,101.41,,,,-10.0,,Clear
2012-03-09 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,09:00,-4.0,,-9.5,,66,,27.0,,20,,24.1,,101.46,,,,-10.0,,Clear
2012-03-09 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,10:00,-3.7,,-10.1,,61,,27.0,,19,,48.3,,101.48,,,,-10.0,,Mainly Clear
2012-03-09 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,11:00,-3.0,,-10.0,,58,,24.0,,17,,48.3,,101.47,,,,-9.0,,Mainly Clear
2012-03-09 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,12:00,-2.1,,-8.5,,62,,20.0,,20,,48.3,,101.44,,,,-8.0,,Mainly Clear
2012-03-09 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,13:00,-1.5,,-8.8,,57,,26.0,,15,,48.3,,101.42,,,,-6.0,,Mainly Clear
2012-03-09 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,14:00,-1.0,,-7.6,,61,,27.0,,19,,48.3,,101.43,,,,-6.0,,Mainly Clear
2012-03-09 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,15:00,-1.1,,-7.9,,60,,28.0,,17,,48.3,,101.45,,,,-6.0,,Mostly Cloudy
2012-03-09 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,16:00,-0.7,,-8.4,,56,,28.0,,11,,48.3,,101.44,,,,-4.0,,Mostly Cloudy
2012-03-09 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,17:00,-0.9,,-7.9,,59,,30.0,,7,,48.3,,101.47,,,,-3.0,,Mostly Cloudy
2012-03-09 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,18:00,-2.0,,-8.7,,60,,29.0,,7,,25.0,,101.52,,,,-5.0,,Mainly Clear
2012-03-09 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,19:00,-2.6,,-8.2,,65,,31.0,,4,,25.0,,101.57,,,,-4.0,,Mostly Cloudy
2012-03-09 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,20:00,-2.0,,-9.0,,59,,35.0,,4,,25.0,,101.61,,,,-3.0,,Mostly Cloudy
2012-03-09 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,21:00,-1.9,,-8.6,,60,,35.0,,6,,25.0,,101.63,,,,-4.0,,Mostly Cloudy
2012-03-09 22:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,22:00,-2.2,,-8.9,,60,,5.0,,7,,25.0,,101.64,,,,-5.0,,Mostly Cloudy
2012-03-09 23:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,9,23:00,-2.6,,-8.6,,63,,2.0,,6,,25.0,,101.68,,,,-5.0,,Cloudy
2012-03-10 00:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,00:00,-2.2,,-8.7,,61,,4.0,,4,,25.0,,101.77,,,,-4.0,,Cloudy
2012-03-10 01:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,01:00,-2.7,,-8.6,,64,,1.0,,15,,25.0,,101.89,,,,-8.0,,Cloudy
2012-03-10 02:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,02:00,-3.8,,-10.6,,59,,3.0,,19,,25.0,,102.01,,,,-10.0,,Cloudy
2012-03-10 03:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,03:00,-4.1,,-12.7,,51,,2.0,,24,,25.0,,102.1,,,,-11.0,,Cloudy
2012-03-10 04:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,04:00,-5.7,,-13.1,,56,,1.0,,26,,25.0,,102.27,,,,-13.0,,Mainly Clear
2012-03-10 05:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,05:00,-6.4,,-14.0,,55,,2.0,,20,,25.0,,102.42,,,,-13.0,,Mainly Clear
2012-03-10 06:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,06:00,-6.8,,-14.1,,56,,3.0,,26,,24.1,,102.6,,,,-15.0,,Mostly Cloudy
2012-03-10 07:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,07:00,-7.1,,-14.6,,55,,3.0,,20,,48.3,,102.73,,,,-14.0,,Mainly Clear
2012-03-10 08:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,08:00,-6.8,,-14.6,,54,,2.0,,19,,48.3,,102.84,,,,-14.0,,Mainly Clear
2012-03-10 09:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,09:00,-6.3,,-14.1,,54,,1.0,,15,,48.3,,102.95,,,,-12.0,,Mostly Cloudy
2012-03-10 10:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,10:00,-6.1,,-14.5,,51,,4.0,,6,,48.3,,103.01,,,,-9.0,,Mainly Clear
2012-03-10 11:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,11:00,-4.0,,-13.2,,49,,,,0,,48.3,,103.02,,,,,,Mainly Clear
2012-03-10 12:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,12:00,-4.1,,-12.1,,54,,16.0,,7,,48.3,,102.99,,,,-7.0,,Clear
2012-03-10 13:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,13:00,-3.2,,-11.3,,53,,21.0,,7,,48.3,,102.89,,,,-6.0,,Mainly Clear
2012-03-10 14:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,14:00,-2.6,,-11.1,,52,,20.0,,15,,48.3,,102.84,,,,-8.0,,Mostly Cloudy
2012-03-10 15:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,15:00,-2.7,,-10.2,,56,,18.0,,11,,48.3,,102.75,,,,-7.0,,Mostly Cloudy
2012-03-10 16:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,16:00,-1.8,,-10.3,,52,,21.0,,13,,48.3,,102.71,,,,-6.0,,Mainly Clear
2012-03-10 17:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,17:00,-1.6,,-10.0,,53,,22.0,,17,,48.3,,102.68,,,,-7.0,,Mainly Clear
2012-03-10 18:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,18:00,-2.1,,-10.1,,54,,23.0,,9,,25.0,,102.66,,,,-6.0,,Mainly Clear
2012-03-10 19:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,19:00,-1.9,,-9.4,,56,,21.0,,9,,25.0,,102.67,,,,-5.0,,Mainly Clear
2012-03-10 20:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,20:00,-2.3,,-8.0,,65,,15.0,,11,,25.0,,102.6,,,,-6.0,,Mostly Cloudy
2012-03-10 21:00:00,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012,3,10,21:00,-2.3,,-8.1,,64,,16.0,,11,,25.0,,102.54,,,,-6.0,,Mostly Cloudy
